ID,Category,Synomyms,Related synonyms,Name,ExactSynonym and label identical,description jaccard diff,Legacy Description,description details comment,Claude opus Aristotelian definition,Curated Claude opus Aristotelian definition,Reference (DOI),Layers comment,layer parts,Parent
AIO:LongShortTermMemory,AIO:NetworkSubset,LSTM,,Long Short Term Memory,FALSE,0.77,"Long short-term memory (LSTM) networks are artificial recurrent neural networks with feedback connections, processing entire sequences of data for tasks like handwriting and speech recognition.",,A recurrent neural network with feedback connections that processes entire sequences of data.,A recurrent neural network with feedback connections that processes entire sequences of data.,https://en.wikipedia.org/wiki/Long_short-term_memory,"Layers: Input, Memory Cell, Output",AIO:InputLayer|AIO:MemoryCellLayer|AIO:OutputLayer,AIO:RecurrentNeuralNetwork
AIO:ProportionalHazardsModel,AIO:MachineLearningSubset,,,Proportional Hazards Model,FALSE,0.17,A survival modeling method where the unique effect of a unit increase in a covariate is multiplicative with respect to the hazard rate.,,A regression analysis method for survival analysis where the unique effect of a unit increase in a covariate is multiplicative with respect to the hazard rate.,A regression analysis for survival analysis where the unique effect of a unit increase in a covariate is multiplicative with respect to the hazard rate.,https://en.wikipedia.org/wiki/Proportional_hazards_model,,,AIO:SurvivalAnalysis
AIO:FixedEffectsModel,AIO:MachineLearningSubset,FEM,,Fixed Effects Model,FALSE,0.21,A statistical model in which the model parameters are fixed or non-random quantities.,,A regression analysis model in which the model parameters are fixed or non-random quantities.,A regression analysis in which the model parameters are fixed or non-random quantities.,https://en.wikipedia.org/wiki/Fixed_effects_model|,,,AIO:RegressionAnalysis
AIO:RidgeRegression,AIO:MachineLearningSubset,,,Ridge Regression,FALSE,0.20,A method of estimating the coefficients of multiple regression models in scenarios where the independent variables are highly correlated.,,A regression analysis method that estimates the coefficients of multiple regression models in scenarios where the independent variables are highly correlated.,A regression analysis that estimates the coefficients of multiple regression models in scenarios where the independent variables are highly correlated.,https://en.wikipedia.org/wiki/Ridge_regression|,,,AIO:RegressionAnalysis
AIO:LogisticRegression,AIO:MachineLearningSubset,,,Logistic Regression,FALSE,0.12,A statistical model that estimates the probability of an event occurring by modeling the log-odds of the event as a linear combination of one or more independent variables.,,A regression analysis model that estimates the probability of an event occurring by modeling the log-odds of the event as a linear combination of one or more independent variables.,A regression analysis that estimates the probability of an event occurring by modeling the log-odds of the event as a linear combination of one or more independent variables.,https://en.wikipedia.org/wiki/Logistic_regression|,,,AIO:RegressionAnalysis
AIO:LinearRegression,AIO:MachineLearningSubset,,,Linear Regression,FALSE,0.23,A linear approach for modeling the relationship between a scalar response and one or more explanatory variables.,,A regression analysis model that is a linear approach for modeling the relationship between a scalar response and one or more explanatory variables.,A regression analysis that is a linear approach for modeling the relationship between a scalar response and one or more explanatory variables.,https://en.wikipedia.org/wiki/Linear_regression|,,,AIO:RegressionAnalysis
AIO:LassoRegression,AIO:MachineLearningSubset,,,Lasso Regression,FALSE,0.00,A regression analysis method that performs both variable selection and regularization to enhance prediction accuracy and interpretability.,,A regression analysis method that performs both variable selection and regularization to enhance prediction accuracy and interpretability.,A regression analysis that performs both variable selection and regularization to enhance prediction accuracy and interpretability.,https://en.wikipedia.org/wiki/Lasso_(statistics)|,,,AIO:RegressionAnalysis
AIO:GeneralizedLinearModel,AIO:MachineLearningSubset,GLM,,Generalized Linear Model,FALSE,0.07,A model that generalizes linear regression by relating the linear model to the response variable via a link function and allowing the variance of each measurement to be a function of its predicted value.,,A machine learning model that generalizes linear regression by relating the linear model to the response variable via a link function and allowing the variance of each measurement to be a function of its predicted value.,A regression analysis that relates the linear model to the response variable via a link function and allowing the variance of each measurement to be a function of its predicted value.,https://en.wikipedia.org/wiki/Generalized_linear_model|,,,AIO:RegressionAnalysis
AIO:SpatialRegression,AIO:MachineLearningSubset,,,Spatial Regression,FALSE,0.11,A regression method used to model spatial relationships.,,A regression analysis method used to model spatial relationships.,A regression analysis used to model spatial relationships.,https://gisgeography.com/spatial-regression-models-arcgis/|,,,AIO:RegressionAnalysis
AIO:RandomEffectsModel,AIO:MachineLearningSubset,REM,,Random Effects Model,FALSE,0.27,A statistical model where the model parameters are random variables.,,A regression analysis model where the model parameters are random variables.,A regression analysis where the model parameters are random variables.,https://en.wikipedia.org/wiki/Random_effects_model|,,,AIO:RegressionAnalysis
AIO:LeastsquaresAnalysis,AIO:MachineLearningSubset,,,Least-squares Analysis,FALSE,#N/A,,,A regression analysis which approximates the solution of overdetermined systems by minimizing the sum of the squares of the residuals.,A regression analysis which approximates the solution of overdetermined systems by minimizing the sum of the squares of the residuals.,https://en.wikipedia.org/wiki/Least_squares|,,,AIO:RegressionAnalysis
AIO:GaussianNoiseLayer,AIO:LayerSubset,,,GaussianNoise Layer,FALSE,0.89,"Apply additive zero-centered Gaussian noise. This is useful to mitigate overfitting (you could see it as a form of random data augmentation). Gaussian Noise (GS) is a natural choice as corruption process for real valued inputs. As it is a regularization layer, it is only active at training time.","Apply additive zero-centered Gaussian noise. This is useful to mitigate overfitting (you could see it as a form of random data augmentation). Gaussian Noise (GS) is a natural choice as corruption process for real valued inputs. As it is a regularization layer, it is only active at training time.",A regularization layer that applies additive zero-centered Gaussian noise.,A regularization layer that applies additive zero-centered Gaussian noise.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/GaussianNoise,,,AIO:RegularizationLayer
AIO:AlphaDropoutLayer,AIO:LayerSubset,,,AlphaDropout Layer,FALSE,0.74,"Applies Alpha Dropout to the input. Alpha Dropout is a Dropout that keeps mean and variance of inputs to their original values, in order to ensure the self-normalizing property even after this dropout. Alpha Dropout fits well to Scaled Exponential Linear Units by randomly setting activations to the negative saturation value.","Applies Alpha Dropout to the input. Alpha Dropout is a Dropout that keeps mean and variance of inputs to their original values, in order to ensure the self-normalizing property even after this dropout. Alpha Dropout fits well to Scaled Exponential Linear Units by randomly setting activations to the negative saturation value.",A regularization layer that applies Alpha Dropout to the input keeping mean and variance of inputs to ensure self-normalizing property.,A regularization layer that applies Alpha Dropout to the input keeping mean and variance of inputs to ensure self-normalizing property.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/AlphaDropout,,,AIO:RegularizationLayer
AIO:ActivityRegularizationLayer,AIO:LayerSubset,,,ActivityRegularization Layer,FALSE,0.31,Layer that applies an update to the cost function based input activity.,,A regularization layer that applies an update to the cost function based on input activity.,A regularization layer that applies an update to the cost function based on input activity.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/ActivityRegularization,,,AIO:RegularizationLayer
AIO:DropoutLayer,AIO:LayerSubset,,,Dropout Layer,FALSE,0.92,"Applies Dropout to the input. The Dropout layer randomly sets input units to 0 with a frequency of rate at each step during training time, which helps prevent overfitting. Inputs not set to 0 are scaled up by 1/(1 - rate) such that the sum over all inputs is unchanged. Note that the Dropout layer only applies when training is set to True such that no values are dropped during inference. When using model.fit, training will be appropriately set to True automatically, and in other contexts, you can set the kwarg explicitly to True when calling the layer. (This is in contrast to setting trainable=False for a Dropout layer. trainable does not affect the layer's behavior, as Dropout does not have any variables/weights that can be frozen during training.)","Applies Dropout to the input. The Dropout layer randomly sets input units to 0 with a frequency of rate at each step during training time, which helps prevent overfitting. Inputs not set to 0 are scaled up by 1/(1 - rate) such that the sum over all inputs is unchanged. Note that the Dropout layer only applies when training is set to True such that no values are dropped during inference. When using model.fit, training will be appropriately set to True automatically, and in other contexts, you can set the kwarg explicitly to True when calling the layer. (This is in contrast to setting trainable=False for a Dropout layer. trainable does not affect the layer's behavior, as Dropout does not have any variables/weights that can be frozen during training.)",A regularization layer that applies Dropout to the input,A regularization layer that applies Dropout to the input,https://www.tensorflow.org/api_docs/python/tf/keras/layers/Dropout,,,AIO:RegularizationLayer
AIO:GaussianDropoutLayer,AIO:LayerSubset,,,GaussianDropout Layer,FALSE,0.75,"Apply multiplicative 1-centered Gaussian noise. As it is a regularization layer, it is only active at training time.","Apply multiplicative 1-centered Gaussian noise. As it is a regularization layer, it is only active at training time.",A regularization layer that applies multiplicative 1-centered Gaussian noise.,A regularization layer that applies multiplicative 1-centered Gaussian noise.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/GaussianDropout,,,AIO:RegularizationLayer
AIO:SpatialDropout1DLayer,AIO:LayerSubset,,,SpatialDropout1D Layer,FALSE,0.80,"Spatial 1D version of Dropout. This version performs the same function as Dropout, however, it drops entire 1D feature maps instead of individual elements. If adjacent frames within feature maps are strongly correlated (as is normally the case in early convolution layers) then regular dropout will not regularize the activations and will otherwise just result in an effective Learning rate decrease. In this case, SpatialDropout1D will help promote independence between feature maps and should be used instead.","Spatial 1D version of Dropout. This version performs the same function as Dropout, however, it drops entire 1D feature maps instead of individual elements. If adjacent frames within feature maps are strongly correlated (as is normally the case in early convolution layers) then regular dropout will not regularize the activations and will otherwise just result in an effective Learning rate decrease. In this case, SpatialDropout1D will help promote independence between feature maps and should be used instead.",A regularization layer that performs the same function as Dropout but drops entire 1D feature maps instead of individual elements.,A regularization layer that performs the same function as Dropout but drops entire 1D feature maps instead of individual elements.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/SpatialDropout1D,,,AIO:RegularizationLayer
AIO:SpatialDropout2DLayer,AIO:LayerSubset,,,SpatialDropout2D Layer,FALSE,0.80,"Spatial 2D version of Dropout. This version performs the same function as Dropout, however, it drops entire 2D feature maps instead of individual elements. If adjacent pixels within feature maps are strongly correlated (as is normally the case in early convolution layers) then regular dropout will not regularize the activations and will otherwise just result in an effective Learning rate decrease. In this case, SpatialDropout2D will help promote independence between feature maps and should be used instead.a","Spatial 2D version of Dropout. This version performs the same function as Dropout, however, it drops entire 2D feature maps instead of individual elements. If adjacent pixels within feature maps are strongly correlated (as is normally the case in early convolution layers) then regular dropout will not regularize the activations and will otherwise just result in an effective Learning rate decrease. In this case, SpatialDropout2D will help promote independence between feature maps and should be used instead.a",A regularization layer that performs the same function as Dropout but drops entire 2D feature maps instead of individual elements.,A regularization layer that performs the same function as Dropout but drops entire 2D feature maps instead of individual elements.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/SpatialDropout2D,,,AIO:RegularizationLayer
AIO:SpatialDropout3DLayer,AIO:LayerSubset,,,SpatialDropout3D Layer,FALSE,0.80,"Spatial 3D version of Dropout. This version performs the same function as Dropout, however, it drops entire 3D feature maps instead of individual elements. If adjacent voxels within feature maps are strongly correlated (as is normally the case in early convolution layers) then regular dropout will not regularize the activations and will otherwise just result in an effective Learning rate decrease. In this case, SpatialDropout3D will help promote independence between feature maps and should be used instead.","Spatial 3D version of Dropout. This version performs the same function as Dropout, however, it drops entire 3D feature maps instead of individual elements. If adjacent voxels within feature maps are strongly correlated (as is normally the case in early convolution layers) then regular dropout will not regularize the activations and will otherwise just result in an effective Learning rate decrease. In this case, SpatialDropout3D will help promote independence between feature maps and should be used instead.",A regularization layer that performs the same function as Dropout but drops entire 3D feature maps instead of individual elements.,A regularization layer that performs the same function as Dropout but drops entire 3D feature maps instead of individual elements.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/SpatialDropout3D,,,AIO:RegularizationLayer
AIO:SparseLearning,AIO:NetworkSubset,Sparse dictionary Learning|Sparse coding,,Sparse Learning,FALSE,0.39,Finding sparse representations of input data as a linear combination of basic elements and identifying those elements.,,A representation learning network that finds sparse representations of input data as a linear combination of basic elements and identifies those elements.,A representation learning network that finds sparse representations of input data as a linear combination of basic elements and identifies those elements.,https://en.wikipedia.org/wiki/Sparse_dictionary_learning,,,AIO:RepresentationLearning
AIO:Cropping1DLayer,AIO:LayerSubset,,,Cropping1D Layer,FALSE,0.55,Cropping layer for 1D input (e.g. temporal sequence). It crops along the time dimension (axis 1).,Cropping layer for 1D input (e.g. temporal sequence). It crops along the time dimension (axis 1).,A layer that crops along the time dimension (axis 1) for 1D input.,A reshaping layer that crops along the time dimension (axis 1) for 1D input.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/Cropping1D,,,AIO:ReshapingLayer
AIO:FlattenLayer,AIO:LayerSubset,,,Flatten Layer,FALSE,0.92,Flattens the input. Does not affect the batch size.,Flattens the input. Does not affect the batch size.,A layer that flattens the input,A reshaping layer that flattens the input,https://www.tensorflow.org/api_docs/python/tf/keras/layers/Flatten,,,AIO:ReshapingLayer
AIO:PermuteLayer,AIO:LayerSubset,,,Permute Layer,FALSE,0.55,Permutes the dimensions of the input according to a given pattern. Useful e.g. connecting RNNs and convnets.,Permutes the dimensions of the input according to a given pattern. Useful e.g. connecting RNNs and convnets.,A layer that permutes the dimensions of the input according to a given pattern.,A reshaping layer that permutes the dimensions of the input according to a given pattern.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/Permute,,,AIO:ReshapingLayer
AIO:RepeatVectorLayer,AIO:LayerSubset,,,RepeatVector Layer,FALSE,0.56,Repeats the input n times.,Repeats the input n times.,A layer that repeats the input n times.,A reshaping layer that repeats the input n times.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/RepeatVector,,,AIO:ReshapingLayer
AIO:ReshapeLayer,AIO:LayerSubset,,,Reshape Layer,FALSE,0.30,Layer that reshapes inputs into the given shape.,,A layer that reshapes the inputs into the given shape.,A reshaping layer that reshapes the inputs into the given shape.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/Reshape,,,AIO:ReshapingLayer
AIO:UpSampling1DLayer,AIO:LayerSubset,,,UpSampling1D Layer,FALSE,0.52,Upsampling layer for 1D inputs. Repeats each temporal step size times along the time axis.,Upsampling layer for 1D inputs. Repeats each temporal step size times along the time axis.,A layer that upsamples the input by repeating each temporal step size times along the time axis.,A reshaping layer that upsamples the input by repeating each temporal step size times along the time axis.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/UpSampling1D,,,AIO:ReshapingLayer
AIO:ZeroPadding3DLayer,AIO:LayerSubset,,,ZeroPadding3D Layer,FALSE,0.93,Zero-padding layer for 3D data (spatial or spatio-temporal).,Zero-padding layer for 3D data (spatial or spatio-temporal).,A layer that zero-pads the input along the depth,A reshaping layer that zero-pads the input along the depth,https://www.tensorflow.org/api_docs/python/tf/keras/layers/ZeroPadding3D,,,AIO:ReshapingLayer
AIO:ZeroPadding2DLayer,AIO:LayerSubset,,,ZeroPadding2D Layer,FALSE,0.88,"Zero-padding layer for 2D input (e.g. picture). This layer can add rows and columns of zeros at the top, bottom, left and right side of an image tensor.","Zero-padding layer for 2D input (e.g. picture). This layer can add rows and columns of zeros at the top, bottom, left and right side of an image tensor.",A layer that zero-pads the input along the height and width dimensions.,A reshaping layer that zero-pads the input along the height and width dimensions.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/ZeroPadding2D,,,AIO:ReshapingLayer
AIO:ZeroPadding1DLayer,AIO:LayerSubset,,,ZeroPadding1D Layer,FALSE,0.87,Zero-padding layer for 1D input (e.g. temporal sequence).,Zero-padding layer for 1D input (e.g. temporal sequence).,A layer that zero-pads the input along the time axis.,A reshaping layer that zero-pads the input along the time axis.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/ZeroPadding1D,,,AIO:ReshapingLayer
AIO:DataGenerationBias,AIO:BiasSubset,,,Data Generation Bias,FALSE,0.41,Bias from adding synthetic or redundant data samples to a dataset.,Bias from adding synthetic or redundant data samples to a dataset.,A selection and sampling bias arising from adding synthetic or redundant data samples to a dataset.,A selection and sampling bias arising from adding synthetic or redundant data samples to a dataset.,https://en.wikipedia.org/wiki/Selection_bias,,,AIO:SelectionAndSamplingBias
AIO:TemporalBias,AIO:BiasSubset,,,Temporal Bias,FALSE,0.36,Bias arising from differences in populations and behaviors over time.,,A selection and sampling bias arising from differences in populations and behaviors over time.,A selection and sampling bias arising from differences in populations and behaviors over time.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:SelectionAndSamplingBias
AIO:MeasurementBias,AIO:BiasSubset,,,Measurement Bias,FALSE,0.33,"Bias arising when features and labels are proxies for desired quantities, potentially leading to differential performance.",,A selection and sampling bias arising when features and labels are proxies for desired quantities potentially leading to differential performance.,A selection and sampling bias arising when features and labels are proxies for desired quantities potentially leading to differential performance.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:SelectionAndSamplingBias
AIO:EvaluationBias,AIO:BiasSubset,,,Evaluation Bias,FALSE,0.29,Bias arising when testing populations do not equally represent user populations or when inappropriate performance metrics are used.,,A selection and sampling bias arising when testing populations do not equally represent user populations or when inappropriate performance metrics are used.,A selection and sampling bias arising when testing populations do not equally represent user populations or when inappropriate performance metrics are used.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:SelectionAndSamplingBias
AIO:DetectionBias,AIO:BiasSubset,,,Detection Bias,FALSE,0.46,"Systematic differences between groups in how outcomes are determined, potentially over- or underestimating effect size.","Systematic differences between groups in how outcomes are determined, potentially over- or underestimating effect size.",A selection and sampling bias characterized by systematic differences between groups in how outcomes are determined potentially over- or underestimating effect size.,A selection and sampling bias characterized by systematic differences between groups in how outcomes are determined potentially over- or underestimating effect size.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:SelectionAndSamplingBias
AIO:PopulationBias,AIO:BiasSubset,,,Population Bias,FALSE,0.36,Systematic distortions in demographics or other user characteristics between represented users and the target population.,,A selection and sampling bias characterized by systematic distortions in demographics or other user characteristics between represented users and the target population.,A selection and sampling bias characterized by systematic distortions in demographics or other user characteristics between represented users and the target population.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:SelectionAndSamplingBias
AIO:RepresentationBias,AIO:BiasSubset,,,Representation Bias,FALSE,0.41,"Bias due to non-random sampling of subgroups, making trends non-generalizable to new populations.","Bias due to non-random sampling of subgroups, making trends non-generalizable to new populations.",A selection and sampling bias due to non-random sampling of subgroups making trends non-generalizable to new populations.,A selection and sampling bias due to non-random sampling of subgroups making trends non-generalizable to new populations.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:SelectionAndSamplingBias
AIO:UncertaintyBias,AIO:BiasSubset,,,Uncertainty Bias,FALSE,0.42,"Bias favoring groups better represented in training data, due to less prediction uncertainty.","Bias favoring groups better represented in training data, due to less prediction uncertainty.",A selection and sampling bias favoring groups better represented in training data due to less prediction uncertainty.,A selection and sampling bias favoring groups better represented in training data due to less prediction uncertainty.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:SelectionAndSamplingBias
AIO:EcologicalFallacyBias,AIO:BiasSubset,Ecological Fallacy,,Ecological Fallacy Bias,FALSE,0.32,Bias occurring when an inference about an individual is made based on their group membership.,,A selection and sampling bias occurring when an inference about an individual is made based on their group membership.,A selection and sampling bias occurring when an inference about an individual is made based on their group membership.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:SelectionAndSamplingBias
AIO:ExclusionBias,AIO:BiasSubset,,,Exclusion Bias,FALSE,0.28,Bias occurring when specific groups of user populations are excluded from testing and analysis.,,A selection and sampling bias occurring when specific groups of user populations are excluded from testing and analysis.,A selection and sampling bias occurring when specific groups of user populations are excluded from testing and analysis.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:SelectionAndSamplingBias
AIO:PopularityBias,AIO:BiasSubset,,,Popularity Bias,FALSE,0.44,"Selection bias where more popular items are more exposed, under-representing less popular items.","Selection bias where more popular items are more exposed, under-representing less popular items.",A selection and sampling bias where more popular items are more exposed under-representing less popular items.,A selection and sampling bias where more popular items are more exposed under-representing less popular items.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:SelectionAndSamplingBias
AIO:SimponsParadoxBias,AIO:BiasSubset,Simpson's Paradox,,Simpon's Paradox Bias,FALSE,#N/A,A statistical phenomenon where the association between two variables changes when controlling for another variable.,,A selection and sampling bias where the association between two variables changes when controlling for another variable.,A selection and sampling bias where the association between two variables changes when controlling for another variable.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:SelectionAndSamplingBias
AIO:RegressionAnalysis,AIO:MachineLearningSubset,Regression analysis|Regression model,,Regression Analysis,FALSE,0.00,A set of statistical processes for estimating the relationships between a dependent variable and one or more independent variables.,,A set of statistical processes for estimating the relationships between a dependent variable and one or more independent variables.,A set of statistical processes for estimating the relationships between a dependent variable and one or more independent variables.,https://en.wikipedia.org/wiki/Regression_analysis|,,,AIO:SupervisedLearning
AIO:Layer,AIO:ClassSubset,,,Layer,FALSE,0.00,A structure or network topology in a deep learning model that takes information from previous layers and passes it to the next layer.,,A structure or network topology in a deep learning model that takes information from previous layers and passes it to the next layer.,A structure or network topology in a deep learning model that takes information from previous layers and passes it to the next layer.,https://en.wikipedia.org/wiki/Layer_(deep_learning),,,owl:Thing
AIO:AssociationRuleLearning,AIO:MachineLearningSubset,,,Association Rule Learning,FALSE,0.32,A rule-based machine learning method for discovering interesting relations between variables in large databases.,,A supervised learning method focused on a rule-based approach for discovering interesting relations between variables in large databases.,A supervised learning focused on a rule-based approach for discovering interesting relations between variables in large databases.,https://en.wikipedia.org/wiki/Association_rule_learning|,,,AIO:SupervisedLearning
AIO:Classification,AIO:MachineLearningSubset,,,Classification,FALSE,0.44,"Methods that distinguish and distribute kinds of ""things"" into different groups.","Methods that distinguish and distribute kinds of ""things"" into different groups.","A supervised learning task focused on methods that distinguish and distribute kinds of ""things"" into different groups.","A supervised learning focused on methods that distinguish and distribute kinds of ""things"" into different groups.",https://en.wikipedia.org/wiki/Classification_(general_theory)|,,,AIO:SupervisedLearning
AIO:HopfieldNetwork,AIO:NetworkSubset,HN|Ising model of a neural network|Ising–Lenz–Little model,,Hopfield Network,FALSE,0.64,"A Hopfield network is a type of recurrent artificial neural network that serves as a content-addressable (""associative"") memory system. It uses binary threshold nodes or continuous variables to store and recall memory patterns, providing a model for understanding human memory.",,A symmetrically connected network that is a type of recurrent artificial neural network serving as a content-addressable memory system.,A symmetrically connected network that is a type of recurrent artificial neural network serving as a content-addressable memory system.,https://en.wikipedia.org/wiki/Hopfield_network,Layers: Backfed input,AIO:BackfedInputLayer,AIO:SymmetricallyConnectedNetwork
AIO:BoltzmannMachineNetwork,AIO:NetworkSubset,BM|stochastic Hopfield network with hidden units|Sherrington–Kirkpatrick model with external field|stochastic Ising-Lenz-Little model,,Boltzmann Machine Network,FALSE,0.57,"A Boltzmann machine is a type of stochastic recurrent neural network and Markov random field, translated from statistical physics for use in cognitive science.",,A symmetrically connected network that is a type of stochastic recurrent neural network and Markov random field.,A symmetrically connected network that is a type of stochastic recurrent neural network and Markov random field.,https://en.wikipedia.org/wiki/Boltzmann_machine,"Layers: Backfed Input, Probabilistic Hidden",AIO:BackfedInputLayer|AIO:ProbabilisticHiddenLayer,AIO:SymmetricallyConnectedNetwork
AIO:Network,AIO:ClassSubset,,,Network,FALSE,0.29,"A system of interconnected nodes or entities for communication, computation, or data exchange.",,A system of interconnected nodes or entities for communication computation or data exchange.,A system of interconnected nodes or entities for communication computation or data exchange.,,,,owl:Thing
AIO:Bias,AIO:BiasSubset,,,Bias,FALSE,0.18,Systematic error introduced into sampling or testing by selecting or encouraging one outcome or answer over others.,,A systematic error introduced into sampling or testing by selecting or encouraging one outcome or answer over others.,A systematic error introduced into sampling or testing by selecting or encouraging one outcome or answer over others.,https://www.merriam-webster.com/dictionary/bias,,,owl:Thing
AIO:TextVectorizationLayer,AIO:LayerSubset,,,TextVectorization Layer,FALSE,0.18,A preprocessing layer which maps text features to integer sequences.,,A preprocessing layer that maps text features to integer sequences.,A text preprocessing layer that maps text features to integer sequences.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/TextVectorization,,,AIO:TextPreprocessingLayer
AIO:CurriculumLearning,AIO:PreprocessingSubset,Sequential Learning|Structured Learning,Sequential learning|Complexity grading,Curriculum Learning,FALSE,0.13,"A training strategy in machine learning where models are trained on data in a meaningful order, starting with simpler examples and gradually increasing the complexity, to improve learning efficiency and model performance.",,A training strategy in machine learning where models are trained on data in a meaningful order starting with simpler examples and gradually increasing the complexity to improve learning efficiency and model performance.,A training strategy in machine learning where models are trained on data in a meaningful order starting with simpler examples and gradually increasing the complexity to improve learning efficiency and model performance.,,,,AIO:TrainingStrategies
AIO:KnowledgeTransfer,AIO:PreprocessingSubset,Skill Acquisition|Inductive Transfer,Pretrained models|Adaptation,Knowledge Transfer,FALSE,0.32,"The process by which knowledge is passed from one entity, such as a person, organization, or system, to another, facilitating learning and adaptation in the receiving entity through various methods such as teaching, training, or data exchange.",,The process by which knowledge is passed from one entity such as a person organization or system to another facilitating learning and adaptation in the receiving entity through various methods such as teaching training or data exchange.,A training strategy in which knowledge is passed from one entity such as a person organization or system to another facilitating learning and adaptation in the receiving entity through various methods such as teaching training or data exchange.,https://doi.org/10.1016/j.knosys.2015.01.010|,,,AIO:TrainingStrategies
AIO:BidirectionalTransformerLanguageModel,AIO:ModelSubset,Bidirectional Transformer LM|BERT,,Bidirectional Transformer Language Model,FALSE,0.19,"A bidirectional transformer language model, such as BERT, uses the transformer architecture to build deep bidirectional representations by predicting masked tokens based on their context.",,A transformer language model such as BERT that uses the transformer architecture to build deep bidirectional representations by predicting masked tokens based on their context.,A transformer language model such as BERT that uses the transformer architecture to build deep bidirectional representations by predicting masked tokens based on their context.,https://arxiv.org/abs/1810.04805|https://en.wikipedia.org/wiki/BERT_(language_model)|,,,AIO:TransformerLanguageModel
AIO:TransformerLLM,AIO:ModelSubset,Transformer Large Language Model,,Transformer LLM,FALSE,0.15,"A transformer LLM is a neural network model with large training corpuses and large sets of parameters that uses the transformer architecture based on multi-head attention mechanisms, allowing it to contextualize tokens within a context window for effective language understanding and generation.",,A transformer language model with large training corpuses and sets of parameters that uses the transformer architecture based on multi-head attention mechanisms allowing it to contextualize tokens within a context window for effective language understanding and generation.,A transformer language model with large training corpuses and sets of parameters that uses the transformer architecture based on multi-head attention mechanisms allowing it to contextualize tokens within a context window for effective language understanding and generation.,https://en.wikipedia.org/wiki/Transformer_(deep_learning_architecture),,,AIO:TransformerLanguageModel
AIO:MultimodalTransformer,AIO:ModelSubset,,vision-language model|unified encoder,Multimodal Transformer,FALSE,0.39,"A multimodal transformer processes and relates information from different modalities, such as text, images, and audio. It uses a shared embedding space and attention mechanism to learn joint representations across modalities.",,A transformer network that processes and relates information from different modalities such as text images and audio using a shared embedding space and attention mechanism to learn joint representations across modalities.,A transformer network that processes and relates information from different modalities such as text images and audio using a shared embedding space and attention mechanism to learn joint representations across modalities.,,,,AIO:TransformerNetwork
AIO:ContentProductionBias,AIO:BiasSubset,,,Content Production Bias,FALSE,0.63,"Bias from structural, lexical, semantic, and syntactic differences in user-generated content.","Bias from structural, lexical, semantic, and syntactic differences in user-generated content.",A use and interpretation bias arising from structural lexical semantic and syntactic differences in user-generated content.,A use and interpretation bias arising from structural lexical semantic and syntactic differences in user-generated content.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:UseAndInterpretationBias
AIO:LinkingBias,AIO:BiasSubset,,,Linking Bias,FALSE,0.45,"Bias arising when network attributes obtained from user connections, activities, or interactions misrepresent true user behavior.","Bias arising when network attributes obtained from user connections, activities, or interactions misrepresent true user behavior.",A use and interpretation bias arising when network attributes obtained from user connections activities or interactions misrepresent true user behavior.,A use and interpretation bias arising when network attributes obtained from user connections activities or interactions misrepresent true user behavior.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:UseAndInterpretationBias
AIO:ConceptDriftBias,AIO:BiasSubset,Concept Drift,,Concept Drift Bias,FALSE,0.23,"Bias due to the use of a system outside its planned domain of application, causing performance gaps between laboratory settings and the real world.",,A use and interpretation bias due to the use of a system outside its planned domain of application causing performance gaps between laboratory settings and the real world.,A use and interpretation bias due to the use of a system outside its planned domain of application causing performance gaps between laboratory settings and the real world.,https://doi.org/10.6028/NIST.SP.1270,,,AIO:UseAndInterpretationBias
